wealth_state,income_state,var,variable,value
0.0,7.0,H_rent,var_ss,1.336907
0.0,7.0,Q,var_ss,0.021296
0.0,7.0,Y,var_ss,7.0
0.0,8.0,C,var_ss,0.881104
0.0,8.0,H_own,var_ss,0.0
0.0,8.0,H_rent,var_ss,1.502519
0.0,8.0,Q,var_ss,0.103126
0.0,8.0,Y,var_ss,8.0
0.0,9.0,C,var_ss,0.968421
0.0,9.0,H_own,var_ss,0.0
0.0,9.0,H_rent,var_ss,1.651183
0.0,9.0,Q,var_ss,0.154875
0.0,9.0,Y,var_ss,9.0
0.0,10.0,C,var_ss,1.150092
0.0,10.0,H_own,var_ss,0.0
0.0,10.0,H_rent,var_ss,1.959181
0.0,10.0,Q,var_ss,0.2550015
0.0,10.0,Y,var_ss,10.0
0.0,11.0,C,var_ss,1.439017
0.0,11.0,H_own,var_ss,0.0
0.0,11.0,H_rent,var_ss,2.451217
0.0,11.0,Q,var_ss,0.372352
0.0,11.0,Y,var_ss,11.0
0.01,6.0,C,var_ss,0.5362245
0.01,6.0,H_own,var_ss,0.0
0.01,6.0,H_rent,var_ss,0.9137015
0.01,6.0,Q,var_ss,0.092921
0.01,6.0,Y,var_ss,6.0
0.01,7.0,C,var_ss,0.806234
0.01,7.0,H_own,var_ss,0.0
0.01,7.0,H_rent,var_ss,1.373358
0.01,7.0,Q,var_ss,0.035894
0.01,7.0,Y,var_ss,7.0
0.01,8.0,C,var_ss,0.914709
0.01,8.0,H_own,var_ss,0.0
0.01,8.0,H_rent,var_ss,1.558608
0.01,8.0,Q,var_ss,0.157122
0.01,8.0,Y,var_ss,8.0
0.01,9.0,C,var_ss,1.1102995
0.01,9.0,H_own,var_ss,0.0
0.01,9.0,H_rent,var_ss,1.8915035
0.01,9.0,Q,var_ss,0.260753
0.01,9.0,Y,var_ss,9.0
0.01,10.0,C,var_ss,1.149981
0.01,10.0,H_own,var_ss,0.0
0.01,10.0,H_rent,var_ss,1.9594495
0.01,10.0,Q,var_ss,0.2697365
0.01,10.0,Y,var_ss,10.0
0.02,7.0,C,var_ss,0.804756
0.02,7.0,H_own,var_ss,0.0
0.02,7.0,H_rent,var_ss,1.371213
0.02,7.0,Q,var_ss,0.050126
0.02,7.0,Y,var_ss,7.0
0.02,8.0,C,var_ss,0.91255
0.02,8.0,H_own,var_ss,0.0
0.02,8.0,H_rent,var_ss,1.556058
0.02,8.0,Q,var_ss,0.197767
0.02,8.0,Y,var_ss,8.0
0.02,9.0,C,var_ss,0.982475
0.02,9.0,H_own,var_ss,0.0
0.02,9.0,H_rent,var_ss,1.674016
0.02,9.0,Q,var_ss,0.197734
0.02,9.0,Y,var_ss,9.0
0.02,10.0,C,var_ss,1.209966
0.02,10.0,H_own,var_ss,0.0
0.02,10.0,H_rent,var_ss,2.063072
0.02,10.0,Q,var_ss,0.308185
0.02,10.0,Y,var_ss,10.0
0.03,7.0,C,var_ss,0.80433
0.03,7.0,H_own,var_ss,0.0
0.03,7.0,H_rent,var_ss,1.3703725
0.03,7.0,Q,var_ss,0.0570705
0.03,7.0,Y,var_ss,7.0
0.03,8.0,C,var_ss,0.9084955
0.03,8.0,H_own,var_ss,0.0
0.03,8.0,H_rent,var_ss,1.547366
0.03,8.0,Q,var_ss,0.200363
0.03,8.0,Y,var_ss,8.0
0.03,9.0,C,var_ss,0.995642
0.03,9.0,H_own,var_ss,0.0
0.03,9.0,H_rent,var_ss,1.696644
0.03,9.0,Q,var_ss,0.230612
0.03,9.0,Y,var_ss,9.0
0.03,10.0,C,var_ss,1.229817
0.03,10.0,H_own,var_ss,0.0
0.03,10.0,H_rent,var_ss,2.130378
0.03,10.0,Q,var_ss,0.309377
0.03,10.0,Y,var_ss,10.0
0.04,7.0,C,var_ss,0.815311
0.04,7.0,H_own,var_ss,0.0
0.04,7.0,H_rent,var_ss,1.388945
0.04,7.0,Q,var_ss,0.061497
0.04,7.0,Y,var_ss,7.0
0.04,8.0,C,var_ss,0.917978
0.04,8.0,H_own,var_ss,0.0
0.04,8.0,H_rent,var_ss,1.565435
0.04,8.0,Q,var_ss,0.207653
0.04,8.0,Y,var_ss,8.0
0.04,9.0,C,var_ss,1.143038
0.04,9.0,H_own,var_ss,0.0
0.04,9.0,H_rent,var_ss,1.948336
0.04,9.0,Q,var_ss,0.299343
0.04,9.0,Y,var_ss,9.0
0.04,10.0,C,var_ss,1.151209
0.04,10.0,H_own,var_ss,0.0
0.04,10.0,H_rent,var_ss,1.962609
0.04,10.0,Q,var_ss,0.303429
0.04,10.0,Y,var_ss,10.0
0.05,6.0,C,var_ss,0.663832
0.05,6.0,H_own,var_ss,0.0
0.05,6.0,H_rent,var_ss,1.1311565
0.05,6.0,Q,var_ss,0.0156475
0.05,6.0,Y,var_ss,6.0
0.05,7.0,C,var_ss,0.749048
0.05,7.0,H_own,var_ss,0.0
0.05,7.0,H_rent,var_ss,1.276346
0.05,7.0,Q,var_ss,0.0358385
0.05,7.0,Y,var_ss,7.0
0.05,8.0,C,var_ss,0.9242885
0.05,8.0,H_own,var_ss,0.0
0.05,8.0,H_rent,var_ss,1.5750425
0.05,8.0,Q,var_ss,0.214054
0.05,8.0,Y,var_ss,8.0
0.05,9.0,C,var_ss,0.994156
0.05,9.0,H_own,var_ss,0.0
0.05,9.0,H_rent,var_ss,1.694264
0.05,9.0,Q,var_ss,0.25736
0.05,9.0,Y,var_ss,9.0
0.05,10.0,C,var_ss,1.259483
0.05,10.0,H_own,var_ss,0.0
0.05,10.0,H_rent,var_ss,2.146433
0.05,10.0,Q,var_ss,0.33424
0.05,10.0,Y,var_ss,10.0
0.06,6.0,C,var_ss,0.685862
0.06,6.0,H_own,var_ss,0.0
0.06,6.0,H_rent,var_ss,1.168688
0.06,6.0,Q,var_ss,0.023811
0.06,6.0,Y,var_ss,6.0
0.06,7.0,C,var_ss,0.7703735
0.06,7.0,H_own,var_ss,0.0
0.06,7.0,H_rent,var_ss,1.3128325
0.06,7.0,Q,var_ss,0.088774
0.06,7.0,Y,var_ss,7.0
0.06,8.0,C,var_ss,0.92343
0.06,8.0,H_own,var_ss,0.0
0.06,8.0,H_rent,var_ss,1.574639
0.06,8.0,Q,var_ss,0.221324
0.06,8.0,Y,var_ss,8.0
0.06,9.0,C,var_ss,1.022624
0.06,9.0,H_own,var_ss,0.0
0.06,9.0,H_rent,var_ss,1.742298
0.06,9.0,Q,var_ss,0.2611515
0.06,9.0,Y,var_ss,9.0
0.06,10.0,C,var_ss,1.162574
0.06,10.0,H_own,var_ss,0.0
0.06,10.0,H_rent,var_ss,1.9816195
0.06,10.0,Q,var_ss,0.304699
0.06,10.0,Y,var_ss,10.0
0.07,7.0,C,var_ss,0.790882
0.07,7.0,H_own,var_ss,0.0
0.07,7.0,H_rent,var_ss,1.347395
0.07,7.0,Q,var_ss,0.126212
0.07,7.0,Y,var_ss,7.0
0.07,8.0,C,var_ss,0.9245075
0.07,8.0,H_own,var_ss,0.0
0.07,8.0,H_rent,var_ss,1.5764415
0.07,8.0,Q,var_ss,0.231376
0.07,8.0,Y,var_ss,8.0
0.07,9.0,C,var_ss,1.048871
0.07,9.0,H_own,var_ss,0.0
0.07,9.0,H_rent,var_ss,1.787784
0.07,9.0,Q,var_ss,0.273316
0.07,9.0,Y,var_ss,9.0
0.08,7.0,C,var_ss,0.762817
0.08,7.0,H_own,var_ss,0.0
0.08,7.0,H_rent,var_ss,1.3000675
0.08,7.0,Q,var_ss,0.122302
0.08,7.0,Y,var_ss,7.0
0.08,8.0,C,var_ss,0.926712
0.08,8.0,H_own,var_ss,0.0
0.08,8.0,H_rent,var_ss,1.579504
0.08,8.0,Q,var_ss,0.239574
0.08,8.0,Y,var_ss,8.0
0.08,9.0,C,var_ss,1.0656305
0.08,9.0,H_own,var_ss,0.0
0.08,9.0,H_rent,var_ss,1.815302
0.08,9.0,Q,var_ss,0.2989425
0.08,9.0,Y,var_ss,9.0
0.08,10.0,C,var_ss,1.229221
0.08,10.0,H_own,var_ss,0.0
0.08,10.0,H_rent,var_ss,2.188104
0.08,10.0,Q,var_ss,0.060533
0.08,10.0,Y,var_ss,10.0
0.09,7.0,C,var_ss,0.820505
0.09,7.0,H_own,var_ss,0.0
0.09,7.0,H_rent,var_ss,1.397426
0.09,7.0,Q,var_ss,0.115672
0.09,7.0,Y,var_ss,7.0
0.09,8.0,C,var_ss,0.9415685
0.09,8.0,H_own,var_ss,0.0
0.09,8.0,H_rent,var_ss,1.6039745
0.09,8.0,Q,var_ss,0.2512265
0.09,8.0,Y,var_ss,8.0
0.09,9.0,C,var_ss,1.031385
0.09,9.0,H_own,var_ss,0.0
0.09,9.0,H_rent,var_ss,1.757444
0.09,9.0,Q,var_ss,0.281883
0.09,9.0,Y,var_ss,9.0
0.1,8.0,C,var_ss,0.9460805
0.1,8.0,H_own,var_ss,0.0
0.1,8.0,H_rent,var_ss,1.6119495
0.1,8.0,Q,var_ss,0.253408
0.1,8.0,Y,var_ss,8.0
0.1,9.0,C,var_ss,1.092731
0.1,9.0,H_own,var_ss,0.0
0.1,9.0,H_rent,var_ss,1.861651
0.1,9.0,Q,var_ss,0.309438
0.1,9.0,Y,var_ss,9.0
0.1,10.0,C,var_ss,1.188615
0.1,10.0,H_own,var_ss,0.0
0.1,10.0,H_rent,var_ss,2.025143
0.1,10.0,Q,var_ss,0.312256
0.1,10.0,Y,var_ss,10.0
0.11,8.0,C,var_ss,0.945618
0.11,8.0,H_own,var_ss,0.0
0.11,8.0,H_rent,var_ss,1.611238
0.11,8.0,Q,var_ss,0.263669
0.11,8.0,Y,var_ss,8.0
0.11,9.0,C,var_ss,1.115644
0.11,9.0,H_own,var_ss,0.0
0.11,9.0,H_rent,var_ss,1.901642
0.11,9.0,Q,var_ss,0.315372
0.11,9.0,Y,var_ss,9.0
0.11,10.0,C,var_ss,1.21279
0.11,10.0,H_own,var_ss,0.0
0.11,10.0,H_rent,var_ss,2.06641
0.11,10.0,Q,var_ss,0.3529015
0.11,10.0,Y,var_ss,10.0
0.12,8.0,C,var_ss,0.9426895
0.12,8.0,H_own,var_ss,0.0
0.12,8.0,H_rent,var_ss,1.60649
0.12,8.0,Q,var_ss,0.266035
0.12,8.0,Y,var_ss,8.0
0.12,9.0,C,var_ss,1.047486
0.12,9.0,H_own,var_ss,0.0
0.12,9.0,H_rent,var_ss,1.784897
0.12,9.0,Q,var_ss,0.297677
0.12,9.0,Y,var_ss,9.0
0.12,10.0,C,var_ss,1.21817
0.12,10.0,H_own,var_ss,0.0
0.12,10.0,H_rent,var_ss,2.075918
0.12,10.0,Q,var_ss,0.354596
0.12,10.0,Y,var_ss,10.0
0.13,8.0,C,var_ss,0.9554525
0.13,8.0,H_own,var_ss,0.0
0.13,8.0,H_rent,var_ss,1.628136
0.13,8.0,Q,var_ss,0.269634
0.13,8.0,Y,var_ss,8.0
0.13,9.0,C,var_ss,1.107637
0.13,9.0,H_own,var_ss,0.0
0.13,9.0,H_rent,var_ss,1.887088
0.13,9.0,Q,var_ss,0.303241
0.13,9.0,Y,var_ss,9.0
0.13,10.0,C,var_ss,1.2217285
0.13,10.0,H_own,var_ss,0.0
0.13,10.0,H_rent,var_ss,2.0822085
0.13,10.0,Q,var_ss,0.3589305
0.13,10.0,Y,var_ss,10.0
0.14,8.0,C,var_ss,0.97209
0.14,8.0,H_own,var_ss,0.0
0.14,8.0,H_rent,var_ss,1.657281
0.14,8.0,Q,var_ss,0.273202
0.14,8.0,Y,var_ss,8.0
0.14,9.0,C,var_ss,1.1273425
0.14,9.0,H_own,var_ss,0.0
0.14,9.0,H_rent,var_ss,1.921588
0.14,9.0,Q,var_ss,0.324238
0.14,9.0,Y,var_ss,9.0
0.14,10.0,C,var_ss,1.227518
0.14,10.0,H_own,var_ss,0.0
0.14,10.0,H_rent,var_ss,2.092442
0.14,10.0,Q,var_ss,0.362836
0.14,10.0,Y,var_ss,10.0
0.17,9.0,C,var_ss,1.018245
0.17,9.0,H_own,var_ss,0.0
0.17,9.0,H_rent,var_ss,1.735568
0.17,9.0,Q,var_ss,0.312824
0.17,9.0,Y,var_ss,9.0
0.17,10.0,C,var_ss,1.176412
0.17,10.0,H_own,var_ss,0.0
0.17,10.0,H_rent,var_ss,2.057822
0.17,10.0,Q,var_ss,0.140389
0.17,10.0,Y,var_ss,10.0
0.18,8.0,C,var_ss,0.870126
0.18,8.0,H_own,var_ss,0.0
0.18,8.0,H_rent,var_ss,1.462555
0.18,8.0,Q,var_ss,0.078207
0.18,8.0,Y,var_ss,8.0
0.18,9.0,C,var_ss,1.0723
0.18,9.0,H_own,var_ss,0.0
0.18,9.0,H_rent,var_ss,1.827812
0.18,9.0,Q,var_ss,0.329408
0.18,9.0,Y,var_ss,9.0
0.19,8.0,C,var_ss,0.901932
0.19,8.0,H_own,var_ss,0.0
0.19,8.0,H_rent,var_ss,1.550948
0.19,8.0,Q,var_ss,0.039678
0.19,8.0,Y,var_ss,8.0
0.19,9.0,C,var_ss,1.01695
0.19,9.0,H_own,var_ss,0.0
0.19,9.0,H_rent,var_ss,1.86709
0.19,9.0,Q,var_ss,0.036642
0.19,9.0,Y,var_ss,9.0
0.19,10.0,C,var_ss,1.146003
0.19,10.0,H_own,var_ss,0.0
0.19,10.0,H_rent,var_ss,2.036499
0.19,10.0,Q,var_ss,0.010483
0.19,10.0,Y,var_ss,10.0
0.0,6.0,C,var_pol0,0.338669
0.0,6.0,H_own,var_pol0,1.034983
0.0,6.0,H_rent,var_pol0,0.0
0.0,6.0,Q,var_pol0,0.0
0.0,6.0,Y,var_pol0,6.0
0.0,7.0,C,var_pol0,0.602812
0.0,7.0,H_own,var_pol0,1.034984
0.0,7.0,H_rent,var_pol0,0.0
0.0,7.0,Q,var_pol0,0.0
0.0,7.0,Y,var_pol0,7.0
0.0,8.0,C,var_pol0,0.771193
0.0,8.0,H_own,var_pol0,1.034984
0.0,8.0,H_rent,var_pol0,0.0
0.0,8.0,Q,var_pol0,0.0
0.0,8.0,Y,var_pol0,8.0
0.0,9.0,C,var_pol0,0.923354
0.0,9.0,H_own,var_pol0,1.038528
0.0,9.0,H_rent,var_pol0,0.0
0.0,9.0,Q,var_pol0,0.0
0.0,9.0,Y,var_pol0,9.0
0.0,10.0,C,var_pol0,1.114016
0.0,10.0,H_own,var_pol0,1.3869595
0.0,10.0,H_rent,var_pol0,0.0
0.0,10.0,Q,var_pol0,0.0
0.0,10.0,Y,var_pol0,10.0
0.0,11.0,C,var_pol0,1.246726
0.0,11.0,H_own,var_pol0,2.316509
0.0,11.0,H_rent,var_pol0,0.0
0.0,11.0,Q,var_pol0,0.0
0.0,11.0,Y,var_pol0,11.0
0.01,6.0,C,var_pol0,0.3593745
0.01,6.0,H_own,var_pol0,1.034991
0.01,6.0,H_rent,var_pol0,0.0
0.01,6.0,Q,var_pol0,1.4e-05
0.01,6.0,Y,var_pol0,6.0
0.01,7.0,C,var_pol0,0.624351
0.01,7.0,H_own,var_pol0,1.034984
0.01,7.0,H_rent,var_pol0,0.0
0.01,7.0,Q,var_pol0,0.0
0.01,7.0,Y,var_pol0,7.0
0.01,8.0,C,var_pol0,0.857788
0.01,8.0,H_own,var_pol0,1.035022
0.01,8.0,H_rent,var_pol0,0.0
0.01,8.0,Q,var_pol0,0.0
0.01,8.0,Y,var_pol0,8.0
0.01,9.0,C,var_pol0,0.976626
0.01,9.0,H_own,var_pol0,1.671505
0.01,9.0,H_rent,var_pol0,0.0
0.01,9.0,Q,var_pol0,0.0
0.01,9.0,Y,var_pol0,9.0
0.01,10.0,C,var_pol0,1.0878695
0.01,10.0,H_own,var_pol0,1.5060195
0.01,10.0,H_rent,var_pol0,0.0
0.01,10.0,Q,var_pol0,0.0
0.01,10.0,Y,var_pol0,10.0
0.02,7.0,C,var_pol0,0.630094
0.02,7.0,H_own,var_pol0,1.034987
0.02,7.0,H_rent,var_pol0,0.0
0.02,7.0,Q,var_pol0,0.0
0.02,7.0,Y,var_pol0,7.0
0.02,8.0,C,var_pol0,0.859987
0.02,8.0,H_own,var_pol0,1.183658
0.02,8.0,H_rent,var_pol0,0.0
0.02,8.0,Q,var_pol0,0.0
0.02,8.0,Y,var_pol0,8.0
0.02,9.0,C,var_pol0,0.960173
0.02,9.0,H_own,var_pol0,1.103018
0.02,9.0,H_rent,var_pol0,0.0
0.02,9.0,Q,var_pol0,0.0
0.02,9.0,Y,var_pol0,9.0
0.02,10.0,C,var_pol0,1.062554
0.02,10.0,H_own,var_pol0,1.892891
0.02,10.0,H_rent,var_pol0,0.0
0.02,10.0,Q,var_pol0,0.0
0.02,10.0,Y,var_pol0,10.0
0.03,7.0,C,var_pol0,0.641915
0.03,7.0,H_own,var_pol0,1.034985
0.03,7.0,H_rent,var_pol0,0.0
0.03,7.0,Q,var_pol0,0.0
0.03,7.0,Y,var_pol0,7.0
0.03,8.0,C,var_pol0,0.834905
0.03,8.0,H_own,var_pol0,1.227719
0.03,8.0,H_rent,var_pol0,0.0
0.03,8.0,Q,var_pol0,0.0
0.03,8.0,Y,var_pol0,8.0
0.03,9.0,C,var_pol0,0.975991
0.03,9.0,H_own,var_pol0,1.196749
0.03,9.0,H_rent,var_pol0,0.0
0.03,9.0,Q,var_pol0,0.0
0.03,9.0,Y,var_pol0,9.0
0.03,10.0,C,var_pol0,1.086812
0.03,10.0,H_own,var_pol0,1.991982
0.03,10.0,H_rent,var_pol0,0.0
0.03,10.0,Q,var_pol0,0.0
0.03,10.0,Y,var_pol0,10.0
0.04,7.0,C,var_pol0,0.659601
0.04,7.0,H_own,var_pol0,1.034984
0.04,7.0,H_rent,var_pol0,0.0
0.04,7.0,Q,var_pol0,0.0
0.04,7.0,Y,var_pol0,7.0
0.04,8.0,C,var_pol0,0.825311
0.04,8.0,H_own,var_pol0,1.308073
0.04,8.0,H_rent,var_pol0,0.0
0.04,8.0,Q,var_pol0,0.0
0.04,8.0,Y,var_pol0,8.0
0.04,9.0,C,var_pol0,1.0181
0.04,9.0,H_own,var_pol0,1.773511
0.04,9.0,H_rent,var_pol0,0.0
0.04,9.0,Q,var_pol0,0.0
0.04,9.0,Y,var_pol0,9.0
0.04,10.0,C,var_pol0,1.028085
0.04,10.0,H_own,var_pol0,1.780874
0.04,10.0,H_rent,var_pol0,0.0
0.04,10.0,Q,var_pol0,0.0
0.04,10.0,Y,var_pol0,10.0
0.05,6.0,C,var_pol0,0.6345195
0.05,6.0,H_own,var_pol0,1.1156185
0.05,6.0,H_rent,var_pol0,0.0
0.05,6.0,Q,var_pol0,0.0100575
0.05,6.0,Y,var_pol0,6.0
0.05,7.0,C,var_pol0,0.683708
0.05,7.0,H_own,var_pol0,1.1201605
0.05,7.0,H_rent,var_pol0,0.0
0.05,7.0,Q,var_pol0,0.0057115
0.05,7.0,Y,var_pol0,7.0
0.05,8.0,C,var_pol0,0.8374385
0.05,8.0,H_own,var_pol0,1.329851
0.05,8.0,H_rent,var_pol0,0.0
0.05,8.0,Q,var_pol0,0.0
0.05,8.0,Y,var_pol0,8.0
0.05,9.0,C,var_pol0,0.96019
0.05,9.0,H_own,var_pol0,1.315353
0.05,9.0,H_rent,var_pol0,0.0
0.05,9.0,Q,var_pol0,0.0
0.05,9.0,Y,var_pol0,9.0
0.05,10.0,C,var_pol0,1.099538
0.05,10.0,H_own,var_pol0,2.02775
0.05,10.0,H_rent,var_pol0,0.0
0.05,10.0,Q,var_pol0,0.0
0.05,10.0,Y,var_pol0,10.0
0.06,6.0,C,var_pol0,0.634882
0.06,6.0,H_own,var_pol0,1.128893
0.06,6.0,H_rent,var_pol0,0.0
0.06,6.0,Q,var_pol0,0.011293
0.06,6.0,Y,var_pol0,6.0
0.06,7.0,C,var_pol0,0.6462175
0.06,7.0,H_own,var_pol0,1.0349835
0.06,7.0,H_rent,var_pol0,0.0
0.06,7.0,Q,var_pol0,0.0
0.06,7.0,Y,var_pol0,7.0
0.06,8.0,C,var_pol0,0.840061
0.06,8.0,H_own,var_pol0,1.326861
0.06,8.0,H_rent,var_pol0,0.0
0.06,8.0,Q,var_pol0,0.0
0.06,8.0,Y,var_pol0,8.0
0.06,9.0,C,var_pol0,0.950591
0.06,9.0,H_own,var_pol0,1.51893
0.06,9.0,H_rent,var_pol0,0.0
0.06,9.0,Q,var_pol0,0.0
0.06,9.0,Y,var_pol0,9.0
0.06,10.0,C,var_pol0,1.0322745
0.06,10.0,H_own,var_pol0,1.8106005
0.06,10.0,H_rent,var_pol0,0.0
0.06,10.0,Q,var_pol0,0.0
0.06,10.0,Y,var_pol0,10.0
0.07,7.0,C,var_pol0,0.689354
0.07,7.0,H_own,var_pol0,1.034987
0.07,7.0,H_rent,var_pol0,0.0
0.07,7.0,Q,var_pol0,0.0
0.07,7.0,Y,var_pol0,7.0
0.07,8.0,C,var_pol0,0.840599
0.07,8.0,H_own,var_pol0,1.32738
0.07,8.0,H_rent,var_pol0,0.0
0.07,8.0,Q,var_pol0,0.0
0.07,8.0,Y,var_pol0,8.0
0.07,9.0,C,var_pol0,0.941302
0.07,9.0,H_own,var_pol0,1.600045
0.07,9.0,H_rent,var_pol0,0.0
0.07,9.0,Q,var_pol0,0.0
0.07,9.0,Y,var_pol0,9.0
0.08,7.0,C,var_pol0,0.6525795
0.08,7.0,H_own,var_pol0,1.034988
0.08,7.0,H_rent,var_pol0,0.0
0.08,7.0,Q,var_pol0,0.0
0.08,7.0,Y,var_pol0,7.0
0.08,8.0,C,var_pol0,0.828913
0.08,8.0,H_own,var_pol0,1.360244
0.08,8.0,H_rent,var_pol0,0.0
0.08,8.0,Q,var_pol0,0.0
0.08,8.0,Y,var_pol0,8.0
0.08,9.0,C,var_pol0,0.966024
0.08,9.0,H_own,var_pol0,1.658811
0.08,9.0,H_rent,var_pol0,0.0
0.08,9.0,Q,var_pol0,0.0
0.08,9.0,Y,var_pol0,9.0
0.08,10.0,C,var_pol0,1.200912
0.08,10.0,H_own,var_pol0,2.173299
0.08,10.0,H_rent,var_pol0,0.0
0.08,10.0,Q,var_pol0,0.0
0.08,10.0,Y,var_pol0,10.0
0.09,7.0,C,var_pol0,0.713017
0.09,7.0,H_own,var_pol0,1.034986
0.09,7.0,H_rent,var_pol0,0.0
0.09,7.0,Q,var_pol0,0.0
0.09,7.0,Y,var_pol0,7.0
0.09,8.0,C,var_pol0,0.8740865
0.09,8.0,H_own,var_pol0,1.3624395
0.09,8.0,H_rent,var_pol0,0.0
0.09,8.0,Q,var_pol0,0.0
0.09,8.0,Y,var_pol0,8.0
0.09,9.0,C,var_pol0,0.939306
0.09,9.0,H_own,var_pol0,1.571566
0.09,9.0,H_rent,var_pol0,0.0
0.09,9.0,Q,var_pol0,0.0
0.09,9.0,Y,var_pol0,9.0
0.1,8.0,C,var_pol0,0.8699885
0.1,8.0,H_own,var_pol0,1.40931
0.1,8.0,H_rent,var_pol0,0.0
0.1,8.0,Q,var_pol0,0.0
0.1,8.0,Y,var_pol0,8.0
0.1,9.0,C,var_pol0,0.981803
0.1,9.0,H_own,var_pol0,1.734842
0.1,9.0,H_rent,var_pol0,0.0
0.1,9.0,Q,var_pol0,0.0
0.1,9.0,Y,var_pol0,9.0
0.1,10.0,C,var_pol0,1.045777
0.1,10.0,H_own,var_pol0,1.880864
0.1,10.0,H_rent,var_pol0,0.0
0.1,10.0,Q,var_pol0,0.0
0.1,10.0,Y,var_pol0,10.0
0.11,8.0,C,var_pol0,0.876155
0.11,8.0,H_own,var_pol0,1.412725
0.11,8.0,H_rent,var_pol0,0.0
0.11,8.0,Q,var_pol0,0.0
0.11,8.0,Y,var_pol0,8.0
0.11,9.0,C,var_pol0,0.991668
0.11,9.0,H_own,var_pol0,1.800255
0.11,9.0,H_rent,var_pol0,0.0
0.11,9.0,Q,var_pol0,0.0
0.11,9.0,Y,var_pol0,9.0
0.11,10.0,C,var_pol0,1.085491
0.11,10.0,H_own,var_pol0,1.964994
0.11,10.0,H_rent,var_pol0,0.0
0.11,10.0,Q,var_pol0,0.0
0.11,10.0,Y,var_pol0,10.0
0.12,8.0,C,var_pol0,0.872785
0.12,8.0,H_own,var_pol0,1.4164605
0.12,8.0,H_rent,var_pol0,0.0
0.12,8.0,Q,var_pol0,5e-07
0.12,8.0,Y,var_pol0,8.0
0.12,9.0,C,var_pol0,0.955455
0.12,9.0,H_own,var_pol0,1.624764
0.12,9.0,H_rent,var_pol0,0.0
0.12,9.0,Q,var_pol0,0.0
0.12,9.0,Y,var_pol0,9.0
0.12,10.0,C,var_pol0,1.087244
0.12,10.0,H_own,var_pol0,1.988633
0.12,10.0,H_rent,var_pol0,0.0
0.12,10.0,Q,var_pol0,0.0
0.12,10.0,Y,var_pol0,10.0
0.13,8.0,C,var_pol0,0.8776665
0.13,8.0,H_own,var_pol0,1.4578745
0.13,8.0,H_rent,var_pol0,0.0
0.13,8.0,Q,var_pol0,0.0
0.13,8.0,Y,var_pol0,8.0
0.13,9.0,C,var_pol0,0.997124
0.13,9.0,H_own,var_pol0,1.776103
0.13,9.0,H_rent,var_pol0,0.0
0.13,9.0,Q,var_pol0,0.0
0.13,9.0,Y,var_pol0,9.0
0.13,10.0,C,var_pol0,1.0884035
0.13,10.0,H_own,var_pol0,2.0042715
0.13,10.0,H_rent,var_pol0,0.0
0.13,10.0,Q,var_pol0,0.0
0.13,10.0,Y,var_pol0,10.0
0.14,8.0,C,var_pol0,0.87917
0.14,8.0,H_own,var_pol0,1.520971
0.14,8.0,H_rent,var_pol0,0.0
0.14,8.0,Q,var_pol0,0.0
0.14,8.0,Y,var_pol0,8.0
0.14,9.0,C,var_pol0,1.0102025
0.14,9.0,H_own,var_pol0,1.808525
0.14,9.0,H_rent,var_pol0,0.0
0.14,9.0,Q,var_pol0,0.0
0.14,9.0,Y,var_pol0,9.0
0.14,10.0,C,var_pol0,1.09029
0.14,10.0,H_own,var_pol0,2.029714
0.14,10.0,H_rent,var_pol0,0.0
0.14,10.0,Q,var_pol0,0.0
0.14,10.0,Y,var_pol0,10.0
0.17,9.0,C,var_pol0,0.94224
0.17,9.0,H_own,var_pol0,1.611734
0.17,9.0,H_rent,var_pol0,0.0
0.17,9.0,Q,var_pol0,0.0
0.17,9.0,Y,var_pol0,9.0
0.17,10.0,C,var_pol0,1.123132
0.17,10.0,H_own,var_pol0,2.034755
0.17,10.0,H_rent,var_pol0,0.0
0.17,10.0,Q,var_pol0,0.0
0.17,10.0,Y,var_pol0,10.0
0.18,8.0,C,var_pol0,0.857602
0.18,8.0,H_own,var_pol0,1.380884
0.18,8.0,H_rent,var_pol0,0.0
0.18,8.0,Q,var_pol0,0.0
0.18,8.0,Y,var_pol0,8.0
0.18,9.0,C,var_pol0,0.973841
0.18,9.0,H_own,var_pol0,1.747113
0.18,9.0,H_rent,var_pol0,0.0
0.18,9.0,Q,var_pol0,0.0
0.18,9.0,Y,var_pol0,9.0
0.19,8.0,C,var_pol0,0.89207
0.19,8.0,H_own,var_pol0,1.526128
0.19,8.0,H_rent,var_pol0,0.0
0.19,8.0,Q,var_pol0,0.0
0.19,8.0,Y,var_pol0,8.0
0.19,9.0,C,var_pol0,1.004924
0.19,9.0,H_own,var_pol0,1.853678
0.19,9.0,H_rent,var_pol0,0.0
0.19,9.0,Q,var_pol0,0.0
0.19,9.0,Y,var_pol0,9.0
0.19,10.0,C,var_pol0,1.142029
0.19,10.0,H_own,var_pol0,2.034764
0.19,10.0,H_rent,var_pol0,0.0
0.19,10.0,Q,var_pol0,0.0
0.19,10.0,Y,var_pol0,10.0
0.0,6.0,C,var_pol1,0.480112
0.0,6.0,H_own,var_pol1,1.034983
0.0,6.0,H_rent,var_pol1,0.0
0.0,6.0,Q,var_pol1,1.304328
0.0,6.0,Y,var_pol1,6.0
0.0,7.0,C,var_pol1,0.871059
