0,.023351315,.023351315
1000,.0026078783,.025959194
2000,.0027911956,.02875039
3000,.0030472171,.031797606
4000,.0032772962,.035074905
5000,.0035436456,.03861855
6000,.0038049128,.042423461
7000,.0040653604,.046488822
8000,.004382201,.050871022
9000,.0051373146,.056008339
10000,.0058171013,.061825439
11000,.0054294015,.067254841
12000,.005706693,.072961532
13000,.0062735304,.079235062
14000,.0070124147,.086247481
15000,.0070629879,.093310468
16000,.0074372049,.10074767
17000,.0079968292,.1087445
18000,.0083861277,.11713063
19000,.0088673513,.12599798
20000,.0093478374,.13534582
21000,.0098500038,.14519583
22000,.010374956,.15557078
23000,.010883966,.16645475
24000,.011395395,.17785014
25000,.011815431,.18966557
26000,.012197229,.2018628
27000,.012606815,.21446961
28000,.012960785,.2274304
29000,.013367133,.24079753
30000,.013758767,.2545563
31000,.014055731,.26861203
32000,.014352203,.28296423
33000,.014547611,.29751185
34000,.01472351,.31223536
35000,.014792074,.32702744
36000,.014889041,.34191647
37000,.014979818,.35689628
38000,.014977359,.37187365
39000,.014983671,.3868573
40000,.014984449,.40184176
41000,.014973794,.41681555
42000,.014858508,.43167406
43000,.014677526,.44635159
44000,.014558225,.46090981
45000,.014391506,.47530133
46000,.014267081,.48956841
47000,.014036797,.50360519
48000,.01386061,.51746583
49000,.013624794,.53109062
50000,.013458402,.54454899
51000,.013194225,.55774325
52000,.012957343,.57070059
53000,.012730502,.58343107
54000,.012448004,.59587908
55000,.012226122,.60810518
56000,.011946863,.62005204
57000,.011765595,.63181764
58000,.011478262,.64329594
59000,.01126933,.65456527
60000,.011055399,.66562063
61000,.01078405,.67640471
62000,.010562946,.68696767
63000,.010351022,.69731867
64000,.010084345,.707403
65000,.0098688966,.71727192
66000,.009636973,.72690886
67000,.0094093941,.73631829
68000,.0092186993,.74553698
69000,.0089835795,.75452054
70000,.0087459181,.7632665
71000,.0085515352,.77181804
72000,.0083449399,.78016293
73000,.0081251478,.78828812
74000,.0079887146,.79627681
75000,.0077678566,.80404466
76000,.0075476952,.81159234
77000,.007385443,.81897783
78000,.0071624541,.82614028
79000,.0070064724,.83314675
80000,.0068193027,.83996606
81000,.0066147149,.84658074
82000,.006473938,.8530547
83000,.0063013169,.85935599
84000,.0061205407,.86547655
85000,.0059549278,.87143147
86000,.0057893149,.87722081
87000,.0056137433,.88283455
88000,.0054655075,.88830006
89000,.0053024357,.89360249
90000,.0051494455,.89875191
91000,.0049969885,.90374893
92000,.0048699407,.90861887
93000,.0047312132,.91335005
94000,.0045894934,.91793954
95000,.0044774455,.92241699
96000,.0043445374,.92676157
97000,.0042064656,.93096799
98000,.0040751556,.93504316
99000,.0039645419,.9390077
100000,.0038441336,.94285184
101000,.003729668,.94658148
102000,.003632128,.95021361
103000,.0035260229,.95373964
104000,.0034120898,.95715177
105000,.0032820094,.96043378
106000,.003227215,.96366096
107000,.0031007822,.96676177
108000,.0030284468,.96979022
109000,.0029425053,.97273272
110000,.0028558259,.97558856
111000,.0027988595,.97838742
112000,.0026761561,.98106354
113000,.0025965259,.9836601
114000,.0025436576,.98620373
115000,.0024780438,.98868179
116000,.0024089871,.99109077
117000,.002315013,.99340576
118000,.0022542758,.99566007
119000,.0021971455,.99785721
120000,.0021428019,1
