22,.016729554
23,.026146034
24,.03578002
25,.042775426
26,.046190221
27,.046581216
28,.045604531
29,.043468107
30,.04130948
31,.039125808
32,.036692686
33,.034447256
34,.032290559
35,.030366005
36,.028731078
37,.027177613
38,.026133016
39,.02523154
40,.02456017
41,.023947436
42,.023378959
43,.02263006
44,.021801949
45,.021221174
46,.020767471
47,.020258227
48,.019790571
49,.019260913
50,.018722273
51,.018076124
52,.017305071
53,.016653622
54,.016034998
55,.015599212
56,.015012358
57,.014097194
58,.013368491
59,.012733581
